26 28 6413 0 0 2809
26 28 6414 1 45.8712 2809
26 28 6415 2 123.651 2809
26 28 6416 3 127.195 2809
26 28 6417 4 149.154 2809
26 28 6418 5 129.631 2809
26 28 6419 6 104.863 2809
26 28 6420 7 46.1857 2809
