0 8.0151e+00 8.0000e+00 1.1005e+01 
0 2.4015e+01 8.0000e+00 1.1005e+01 
0 4.0015e+01 8.0000e+00 1.1005e+01 
0 5.6015e+01 8.0000e+00 1.1005e+01 
0 7.2015e+01 8.0000e+00 1.1005e+01 
0 8.0151e+00 2.4000e+01 1.1005e+01 
0 2.4015e+01 2.4000e+01 1.1005e+01 
0 4.0015e+01 2.4000e+01 1.1005e+01 
0 5.6015e+01 2.4000e+01 1.1005e+01 
0 7.2015e+01 2.4000e+01 1.1005e+01 
0 8.0151e+00 4.0000e+01 1.1005e+01 
0 2.4015e+01 4.0000e+01 1.1005e+01 
0 4.0015e+01 4.0000e+01 1.1005e+01 
0 5.6015e+01 4.0000e+01 1.1005e+01 
0 7.2015e+01 4.0000e+01 1.1005e+01 
0 8.0151e+00 5.6000e+01 1.1005e+01 
0 2.4015e+01 5.6000e+01 1.1005e+01 
0 4.0015e+01 5.6000e+01 1.1005e+01 
0 5.6015e+01 5.6000e+01 1.1005e+01 
0 7.2015e+01 5.6000e+01 1.1005e+01 
0 8.0151e+00 7.2000e+01 1.1005e+01 
0 2.4015e+01 7.2000e+01 1.1005e+01 
0 4.0015e+01 7.2000e+01 1.1005e+01 
0 5.6015e+01 7.2000e+01 1.1005e+01 
0 7.2015e+01 7.2000e+01 1.1005e+01 
5 8.7609e+00 7.9698e+00 1.0369e+01 
5 2.4761e+01 8.0217e+00 1.0369e+01 
5 4.0761e+01 7.9866e+00 1.0369e+01 
5 5.6761e+01 8.0136e+00 1.0369e+01 
5 7.2757e+01 8.0735e+00 1.0369e+01 
5 8.7603e+00 2.3958e+01 1.0369e+01 
5 2.4762e+01 2.3988e+01 1.0369e+01 
5 4.0762e+01 2.4012e+01 1.0369e+01 
5 5.6762e+01 2.3989e+01 1.0369e+01 
5 7.2760e+01 2.4031e+01 1.0369e+01 
5 8.7534e+00 3.9901e+01 1.0369e+01 
5 2.4759e+01 4.0054e+01 1.0369e+01 
5 4.0756e+01 3.9928e+01 1.0369e+01 
5 5.6762e+01 3.9996e+01 1.0369e+01 
5 7.2762e+01 4.0007e+01 1.0369e+01 
5 8.7551e+00 5.6086e+01 1.0369e+01 
5 2.4760e+01 5.5954e+01 1.0369e+01 
5 4.0761e+01 5.6021e+01 1.0369e+01 
5 5.6760e+01 5.5966e+01 1.0369e+01 
5 7.2760e+01 5.6045e+01 1.0369e+01 
5 8.7595e+00 7.1948e+01 1.0369e+01 
5 2.4760e+01 7.1952e+01 1.0369e+01 
5 4.0760e+01 7.2033e+01 1.0369e+01 
5 5.6761e+01 7.2011e+01 1.0369e+01 
5 7.2760e+01 7.2037e+01 1.0369e+01 
10 9.4029e+00 7.9682e+00 9.5249e+00 
10 2.5402e+01 8.0206e+00 9.5251e+00 
10 4.1401e+01 8.0271e+00 9.5255e+00 
10 5.7398e+01 7.9378e+00 9.5255e+00 
10 7.3382e+01 8.2040e+00 9.5251e+00 
10 9.4030e+00 2.3970e+01 9.5256e+00 
10 2.5403e+01 2.3965e+01 9.5258e+00 
10 4.1403e+01 2.3992e+01 9.5253e+00 
10 5.7402e+01 2.3936e+01 9.5256e+00 
10 7.3401e+01 2.4064e+01 9.5257e+00 
10 9.3518e+00 3.9687e+01 9.5247e+00 
10 2.5400e+01 4.0058e+01 9.5247e+00 
10 4.1372e+01 3.9759e+01 9.5248e+00 
10 5.7403e+01 4.0013e+01 9.5248e+00 
10 7.3404e+01 4.0031e+01 9.5248e+00 
10 9.3722e+00 5.6245e+01 9.5250e+00 
10 2.5402e+01 5.5928e+01 9.5244e+00 
10 4.1400e+01 5.6091e+01 9.5247e+00 
10 5.7401e+01 5.5979e+01 9.5245e+00 
10 7.3396e+01 5.6121e+01 9.5249e+00 
10 9.3933e+00 7.1856e+01 9.5252e+00 
10 2.5400e+01 7.1906e+01 9.5254e+00 
10 4.1391e+01 7.2147e+01 9.5251e+00 
10 5.7404e+01 7.2027e+01 9.5252e+00 
10 7.3401e+01 7.2034e+01 9.5254e+00 
15 1.0172e+01 7.9943e+00 8.9663e+00 
15 2.6159e+01 8.1188e+00 8.9670e+00 
15 4.2167e+01 7.9941e+00 8.9696e+00 
15 5.8161e+01 7.8520e+00 8.9697e+00 
15 7.4125e+01 8.3640e+00 8.9677e+00 
15 1.0165e+01 2.3883e+01 8.9708e+00 
15 2.6172e+01 2.3974e+01 8.9712e+00 
15 4.2168e+01 2.3912e+01 8.9686e+00 
15 5.8161e+01 2.3837e+01 8.9698e+00 
15 7.4164e+01 2.4094e+01 8.9709e+00 
15 1.0063e+01 3.9290e+01 8.9623e+00 
15 2.6164e+01 4.0087e+01 8.9632e+00 
15 4.2109e+01 3.9581e+01 8.9639e+00 
15 5.8162e+01 3.9924e+01 8.9641e+00 
15 7.4174e+01 4.0034e+01 8.9637e+00 
15 1.0115e+01 5.6392e+01 8.9637e+00 
15 2.6166e+01 5.6000e+01 8.9614e+00 
15 4.2170e+01 5.6074e+01 8.9632e+00 
15 5.8166e+01 5.5992e+01 8.9627e+00 
15 7.4152e+01 5.6229e+01 8.9638e+00 
15 1.0148e+01 7.1753e+01 8.9669e+00 
15 2.6171e+01 7.1896e+01 8.9678e+00 
15 4.2158e+01 7.2182e+01 8.9668e+00 
15 5.8167e+01 7.2120e+01 8.9674e+00 
15 7.4168e+01 7.2018e+01 8.9686e+00 
20 1.0948e+01 8.0692e+00 8.5544e+00 
20 2.6912e+01 8.2590e+00 8.5567e+00 
20 4.2941e+01 7.9215e+00 8.5623e+00 
20 5.8932e+01 7.7353e+00 8.5624e+00 
20 7.4891e+01 8.4833e+00 8.5578e+00 
20 1.0940e+01 2.3802e+01 8.5664e+00 
20 2.6952e+01 2.4007e+01 8.5666e+00 
20 4.2946e+01 2.3832e+01 8.5610e+00 
20 5.8941e+01 2.3809e+01 8.5623e+00 
20 7.4938e+01 2.4120e+01 8.5661e+00 
20 1.0793e+01 3.9075e+01 8.5420e+00 
20 2.6938e+01 4.0119e+01 8.5435e+00 
20 4.2853e+01 3.9189e+01 8.5474e+00 
20 5.8908e+01 3.9739e+01 8.5484e+00 
20 7.4960e+01 4.0024e+01 8.5460e+00 
20 1.0862e+01 5.6746e+01 8.5477e+00 
20 2.6941e+01 5.6069e+01 8.5405e+00 
20 4.2954e+01 5.6004e+01 8.5417e+00 
20 5.8940e+01 5.6002e+01 8.5414e+00 
20 7.4925e+01 5.6306e+01 8.5464e+00 
20 1.0915e+01 7.1665e+01 8.5540e+00 
20 2.6947e+01 7.1825e+01 8.5545e+00 
20 4.2931e+01 7.2254e+01 8.5534e+00 
20 5.8934e+01 7.2246e+01 8.5562e+00 
20 7.4947e+01 7.1979e+01 8.5587e+00 
25 1.1727e+01 8.1293e+00 8.2856e+00 
25 2.7468e+01 8.3692e+00 8.2921e+00 
25 4.3487e+01 7.7661e+00 8.2993e+00 
25 5.9494e+01 7.5905e+00 8.2979e+00 
25 7.5456e+01 8.8125e+00 8.2920e+00 
25 1.1710e+01 2.3702e+01 8.3088e+00 
25 2.7727e+01 2.4082e+01 8.3076e+00 
25 4.3723e+01 2.3733e+01 8.2996e+00 
25 5.9722e+01 2.3828e+01 8.3010e+00 
25 7.5710e+01 2.4170e+01 8.3086e+00 
25 1.1305e+01 3.8871e+01 8.2731e+00 
25 2.7710e+01 4.0154e+01 8.2710e+00 
25 4.3392e+01 3.9003e+01 8.2812e+00 
25 5.9450e+01 3.9563e+01 8.2804e+00 
25 7.5750e+01 3.9956e+01 8.2764e+00 
25 1.1395e+01 5.6926e+01 8.2814e+00 
25 2.7497e+01 5.6180e+01 8.2705e+00 
25 4.3749e+01 5.5962e+01 8.2689e+00 
25 5.9718e+01 5.6002e+01 8.2687e+00 
25 7.5477e+01 5.6418e+01 8.2769e+00 
25 1.1463e+01 7.1547e+01 8.2885e+00 
25 2.7723e+01 7.1742e+01 8.2894e+00 
25 4.3714e+01 7.2251e+01 8.2880e+00 
25 5.9707e+01 7.2351e+01 8.2922e+00 
25 7.5497e+01 7.1833e+01 8.2946e+00 
30 1.2291e+01 8.2250e+00 8.1294e+00 
30 2.8223e+01 8.4947e+00 8.1399e+00 
30 4.4245e+01 7.6247e+00 8.1498e+00 
30 6.0257e+01 7.2110e+00 8.1470e+00 
30 7.6239e+01 8.9040e+00 8.1376e+00 
30 1.2287e+01 2.3627e+01 8.1651e+00 
30 2.8314e+01 2.4112e+01 8.1606e+00 
30 4.4307e+01 2.3689e+01 8.1494e+00 
30 6.0295e+01 2.3871e+01 8.1526e+00 
30 7.6254e+01 2.4278e+01 8.1657e+00 
30 1.2008e+01 3.8651e+01 8.1199e+00 
30 2.8273e+01 4.0207e+01 8.1132e+00 
30 4.4145e+01 3.8846e+01 8.1267e+00 
30 6.0222e+01 3.9240e+01 8.1275e+00 
30 7.6312e+01 3.9818e+01 8.1228e+00 
30 1.2139e+01 5.7075e+01 8.1293e+00 
30 2.8239e+01 5.6346e+01 8.1166e+00 
30 4.4343e+01 5.5996e+01 8.1109e+00 
30 6.0285e+01 5.6039e+01 8.1110e+00 
30 7.6239e+01 5.6718e+01 8.1229e+00 
30 1.2214e+01 7.1221e+01 8.1401e+00 
30 2.8307e+01 7.1759e+01 8.1386e+00 
30 4.4291e+01 7.2222e+01 8.1386e+00 
30 6.0288e+01 7.2402e+01 8.1439e+00 
30 7.6259e+01 7.1713e+01 8.1460e+00 
35 1.3065e+01 8.3038e+00 8.0562e+00 
35 2.8985e+01 8.8238e+00 8.0696e+00 
35 4.5014e+01 7.5172e+00 8.0802e+00 
35 6.1043e+01 7.1203e+00 8.0769e+00 
35 7.7024e+01 8.9792e+00 8.0663e+00 
35 1.3071e+01 2.3570e+01 8.1014e+00 
35 2.9105e+01 2.4130e+01 8.0955e+00 
35 4.5097e+01 2.3667e+01 8.0829e+00 
35 6.1051e+01 2.3979e+01 8.0879e+00 
35 7.7008e+01 2.4362e+01 8.1040e+00 
35 1.2480e+01 3.8212e+01 8.0490e+00 
35 2.9049e+01 4.0249e+01 8.0368e+00 
35 4.4881e+01 3.8673e+01 8.0551e+00 
35 6.0976e+01 3.9090e+01 8.0566e+00 
35 7.7091e+01 3.9717e+01 8.0500e+00 
35 1.2882e+01 5.7222e+01 8.0561e+00 
35 2.8998e+01 5.6470e+01 8.0389e+00 
35 4.5140e+01 5.6044e+01 8.0328e+00 
35 6.1061e+01 5.6086e+01 8.0345e+00 
35 7.7009e+01 5.6784e+01 8.0501e+00 
35 1.2976e+01 7.1119e+01 8.0698e+00 
35 2.9088e+01 7.1819e+01 8.0645e+00 
35 4.5068e+01 7.2188e+01 8.0685e+00 
35 6.1060e+01 7.2716e+01 8.0785e+00 
35 7.7029e+01 7.1616e+01 8.0800e+00 
40 1.3816e+01 8.4531e+00 8.0425e+00 
40 2.9755e+01 8.9213e+00 8.0560e+00 
40 4.5777e+01 7.1852e+00 8.0702e+00 
40 6.1812e+01 7.0000e+00 8.0667e+00 
40 7.7813e+01 9.0266e+00 8.0531e+00 
40 1.3849e+01 2.3502e+01 8.0955e+00 
40 2.9894e+01 2.4114e+01 8.0867e+00 
