# time	value
0	250
1	260.854
2	243.388
3	268.998
4	298.575
5	325.494
6	297.2
7	273.029
8	247.199
9	249.435
10	252.396
11	264.408
12	267.564
13	313.687
14	306.026
15	326.756
16	296.165
17	266.482
18	292.058
19	307.348
20	329.721
21	329.962
22	343.991
23	325.752
24	305.355
25	291.713
26	300.703
27	258.792
28	265.346
29	248.486
30	289.549
31	324.14
32	345.084
33	343.024
34	370.97
35	419.137
36	435.107
37	439.118
38	461.987
39	429.982
40	406.457
41	364.594
42	438.441
43	476.28
44	495.26
45	522.865
46	513.46
47	488.56
48	517.004
49	512.213
50	513.38
51	512.748
52	528.177
53	520.246
54	524.754
55	495.513
56	520.258
57	471.016
58	503.308
59	491.86
60	486.83
61	481.887
62	496.053
63	482.299
64	534.318
65	534.886
66	567.017
67	536.382
68	521.579
69	467.836
70	493.553
71	510.482
72	548.452
73	511.758
74	512.219
75	565.243
76	562.393
77	536.564
78	530.635
79	560.958
80	581.65
81	636.084
82	642.611
83	668.181
84	669.858
85	622.849
86	638.853
87	616.884
88	605.986
89	619.838
90	651.288
91	650.501
92	651.255
93	647.451
94	635.679
95	657.359
96	643.988
97	669.462
98	707.427
99	729.735
100	765.444
101	759.737
102	768.981
103	742.821
104	795.01
105	782.002
106	811.607
107	807.312
108	790.764
109	799.609
110	805.558
111	824.006
112	832.61
113	832.512
114	836.366
115	856.353
116	805.556
117	815.578
118	834.532
119	848.36
120	832.502
121	823.734
122	814.115
123	820.198
124	827.611
125	836.109
126	833.456
127	857.611
128	816.351
129	840.542
130	889.262
131	893.147
132	879.252
133	885.099
134	853.82
135	862.246
136	875.084
137	867.652
138	873.37
139	865.47
140	859.094
141	938.875
142	912.135
143	935.489
144	945.567
145	948.071
146	985.335
147	977.62
148	1008.41
149	990.42
150	1004.41
151	1029.38
152	1012.32
153	1001.73
154	994.146
155	967.358
156	923.528
157	927.152
158	888.971
159	846.205
160	888.155
161	855.267
162	864.483
163	862.71
164	870.678
165	894.63
166	859.948
167	841.014
168	851.056
169	864.429
170	855.582
171	817.533
172	795.932
173	757.061
174	791.036
175	847.509
176	866.172
177	893.072
178	934.605
179	941.728
180	911.884
181	900.291
182	913.702
183	900.102
184	922.374
185	987.995
186	1000.97
187	967.33
188	952.311
189	1006.69
190	975.193
191	964.28
192	999.158
193	979.001
194	951.949
195	993.634
196	1017.76
197	972.304
198	1023.55
199	996.095
200	1023.8
201	1002.85
202	979.971
203	968.283
204	958.744
205	949.087
206	943.384
207	934.697
208	949.547
209	976.1
210	1028.44
211	1027.33
212	1012.88
213	977.526
214	949.726
215	958.452
216	981.715
217	1002.7
218	986.094
219	965.651
220	942.015
221	923.578
222	904.735
223	920.761
224	942.609
225	962.195
226	955.315
227	986.48
228	952.927
229	944.788
230	964.007
231	971.545
232	986.9
233	988.925
234	936.377
235	891.233
236	901.201
237	925.362
238	926.365
239	966.206
240	1000.19
241	1015.99
242	1072.57
243	1075.02
244	1073.31
245	1070.35
246	1045.48
247	1061.11
248	1028.44
249	943.716
250	973.264
251	995.109
252	993.272
253	934.854
254	929.014
255	923.426
256	961.116
257	970.094
258	1023.57
259	1040.96
260	1097.21
261	1119.85
262	1128.86
263	1093.19
264	1041.65
265	1053
266	1042.92
267	1039.02
268	1043.54
269	1078.73
270	1074.68
271	1070.59
272	1089.03
273	1060.78
274	1044.19
275	1036.61
276	1022.68
277	1014.11
278	1007.19
279	987.454
280	992.758
281	1010.1
282	994.465
283	1027.93
284	1022.22
285	1004.66
286	995.747
287	995.878
288	1010.28
289	1000.5
290	1008.53
291	1017.11
292	1018.06
293	987.61
294	1040.36
295	1060.85
296	1093.91
297	1100.82
298	1088.52
299	1047.51
300	993.305
301	964.735
302	990.304
303	996.885
304	1013.92
305	981.918
306	1022.48
307	1048.36
308	1056.89
309	1064.8
310	1058.27
311	1074.85
312	1081.11
313	1038.88
314	1011.78
315	980.971
316	1008.26
317	1012.25
318	999.326
319	1030.09
320	992.29
321	979.878
322	992.038
323	1003.48
324	1035.7
325	1056.57
326	1011.97
327	1028.34
328	1061.44
329	1044.03
330	1044.65
331	1035.51
332	1057.35
333	1050.18
334	1044.55
335	1039.27
336	1060.27
337	1029.69
338	1017.84
339	979.526
340	1000.66
341	1016.07
342	1052.79
343	1091.87
344	1069.7
345	1086.35
346	1070.74
347	1039.02
348	1044.91
349	1070.41
350	1081.01
351	1079.56
352	1077.93
353	1085.76
354	1102.54
355	1146.95
356	1154.92
357	1159.05
358	1133.32
359	1152.51
360	1154.1
361	1185.85
362	1147.34
363	1115.08
364	1154.69
365	1132.96
366	1141.22
367	1102.35
368	1112.67
369	1076.52
370	1103.21
371	1100.03
372	1127.69
373	1114.01
374	1130.07
375	1160.78
376	1166.09
377	1168.25
378	1220.21
379	1160.16
380	1147.6
381	1174.24
382	1193.12
383	1181.86
384	1193.44
385	1221.59
386	1225.92
387	1219.04
388	1229.3
389	1202.99
390	1220.66
391	1215.09
392	1218.7
393	1223.15
394	1206.49
395	1239.26
396	1220.44
397	1209.99
398	1201.18
399	1236.8
400	1214.4
401	1188.06
402	1236.33
403	1230.54
404	1243.11
405	1243.03
406	1214.84
407	1251.11
408	1246.04
409	1183.78
410	1156.16
411	1168.54
412	1166.2
413	1218.39
414	1200.26
415	1204.04
416	1197.65
417	1195.64
418	1218.43
419	1238.54
420	1244.74
421	1272.23
422	1248.62
423	1280.08
424	1275.97
425	1276.79
426	1313.67
427	1336.6
428	1336.36
429	1311.23
430	1309.23
431	1323.54
432	1307.56
433	1322.53
434	1310.62
435	1342.27
436	1304.5
437	1305.43
438	1295.2
439	1293
440	1323.41
441	1322.29
442	1311.75
443	1322.64
444	1337
445	1363.46
446	1332.85
447	1351.8
448	1395.24
449	1345.98
450	1336.99
451	1322.68
452	1291.16
453	1249.03
454	1238.01
455	1217.3
456	1188.84
457	1150.33
458	1139
459	1141.08
460	1136.9
461	1155.4
462	1213.83
463	1244.08
464	1201.22
465	1180.74
466	1188.7
467	1206.39
468	1233.07
469	1235.14
470	1222.71
471	1170.85
472	1196.73
473	1186.32
474	1196.94
475	1201.16
476	1220.92
477	1196.65
478	1217.16
479	1206.88
480	1222.24
481	1204.02
482	1215.6
483	1167.25
484	1177.73
485	1160.49
486	1176.18
487	1178.57
488	1148.11
489	1140.56
490	1136.53
491	1155.99
492	1117.87
493	1090.58
494	1061.25
495	1050.71
496	1040.88
497	1056.35
498	1072.8
499	1097.03
500	1139.71
501	1182.63
502	1166
503	1171.79
504	1192.41
505	1161.57
506	1170.49
507	1172.18
508	1182.45
509	1150.44
510	1121.27
511	1102.57
512	1125.29
513	1113.86
514	1108.97
515	1150.31
516	1115.76
517	1106.58
518	1107.6
519	1088.99
520	1102.55
521	1092.63
522	1103.51
523	1144.19
524	1103.02
525	1084.54
526	1107.99
527	1122.5
528	1164.89
529	1138.86
530	1126.35
531	1186.12
532	1218.97
533	1240.92
534	1194.59
535	1180.12
536	1114.06
537	1117.14
538	1181.05
539	1198.28
540	1162.76
541	1157.66
542	1192.47
543	1232.7
544	1262.95
545	1305.6
546	1313.11
547	1278.79
548	1300.11
549	1310.84
550	1330.32
551	1322.93
552	1293.02
553	1308.03
554	1289.09
555	1282.54
556	1281.99
557	1270.18
558	1268.82
559	1253.07
560	1209.41
561	1217.13
562	1221.6
563	1239.97
564	1275.7
565	1260.3
566	1300.9
567	1296.05
568	1278.26
569	1269.26
570	1274.66
571	1267.61
572	1278.98
573	1279.02
574	1262.15
575	1261.32
576	1274.75
577	1310.87
578	1283.3
579	1319.55
580	1261.38
581	1260.54
582	1281.79
583	1252.87
584	1262.07
585	1221.26
586	1233.06
587	1240.42
588	1241.8
589	1204.47
590	1190.5
591	1206.23
592	1195.85
593	1197.97
594	1192.9
595	1242.21
596	1273.16
597	1256.46
598	1290.57
599	1313.93
600	1295.61
601	1290.94
602	1300.93
603	1357.06
604	1374.37
605	1414.15
606	1425.92
607	1421.87
608	1449.96
609	1456.75
610	1497.58
611	1470.54
612	1447.83
613	1493.11
614	1487.9
615	1524.56
616	1528.55
617	1490.63
618	1472.79
619	1469.08
620	1440.3
621	1461.34
622	1454.61
623	1511.44
624	1498.06
625	1481.45
626	1462.61
627	1410.12
628	1349.11
629	1323.53
630	1326.59
631	1319.88
632	1310.26
633	1303.02
634	1355.76
635	1348.72
636	1307.86
