# time	value
0	250
1	285.929
2	330.407
3	359.42
4	363.057
5	389.289
6	425.716
7	395.467
8	399.206
9	429.561
10	426.972
11	426.557
12	400.648
13	430.474
14	424.112
15	473.547
16	498.771
17	482.905
18	452.139
19	457.304
20	482.976
21	471.401
22	452.676
23	448.622
24	476.335
25	486.702
26	484.1
27	508.353
28	515.862
29	528.383
30	554.752
31	563.593
32	577.283
33	583.614
34	603.955
35	624.062
36	628.479
37	604.178
38	621.315
39	628.966
40	620.598
41	652.973
42	650.888
43	682.384
44	710.576
45	679.349
46	645.434
47	654.24
48	669.85
49	679.544
50	679.064
51	649.235
52	663.337
53	644.854
54	684.492
55	720.368
56	726.179
57	698.447
58	694.776
59	671.657
60	646.039
61	627.276
62	621.549
63	632.361
64	652.778
65	651.93
66	610.178
67	620.467
68	607.79
69	621.065
70	619.888
71	633.802
72	645.039
73	678.432
74	697.776
75	708.201
76	764.782
77	705.326
78	707.156
79	704.853
80	723.95
81	762.454
82	755.175
83	759.351
84	756.034
85	770.38
86	763.994
87	787.098
88	798.587
89	829.803
90	853.087
91	903.035
92	868.532
93	849.026
94	872.307
95	881.911
96	894.915
97	861.367
98	828.135
99	817.668
100	823.687
101	806.75
102	801.504
103	797.363
104	769.256
105	754.264
106	735.975
107	770.726
108	790.392
109	795.029
110	763.817
111	752.425
112	757.734
113	771.289
114	771.124
115	763.385
116	761.306
117	791.545
118	828.547
119	836.093
120	827.337
121	812.335
122	814.125
123	868.721
124	881.985
125	866.222
126	880.534
127	879.135
128	912.531
129	914.136
130	904.355
131	950.13
132	919.621
133	930.395
134	902.467
135	838.349
136	849.638
137	843.244
138	848.224
139	845.503
140	870.706
141	861.69
142	825.233
143	818.223
144	810.887
145	818.711
146	806.185
147	765.729
148	749.574
149	748.861
150	754.371
151	762.453
152	802.608
153	797.541
154	787.821
155	797.084
156	813.812
157	842.431
158	826.577
159	825.483
160	856.148
161	885.499
162	856.553
163	851.614
164	849.11
165	801.833
166	798.718
167	826.853
168	865.363
169	864.75
170	872.435
171	919.158
172	915.241
173	925.604
174	939.588
175	904.002
176	891.118
177	797.155
178	789.215
179	810.338
180	847.076
181	855.068
182	852.119
183	858.262
184	822.472
185	864.506
186	904.183
187	918.033
188	860.178
189	838.534
190	846.347
191	884.113
192	845.315
193	853.75
194	848.359
195	804.848
196	805.521
197	826.858
198	828.967
199	822.211
200	820.16
201	817.022
202	811.487
203	756.131
204	789.691
205	802.86
206	780.36
207	791.259
208	766.031
209	819.96
210	815.052
211	805.544
212	854.917
213	864.808
214	819.223
215	845.77
216	795.141
217	820.294
218	792.6
219	801.075
220	820.668
221	825.46
222	810.647
223	802.678
224	794.842
225	757.474
226	719.507
227	723.253
228	737.073
229	709.021
230	720.041
231	720.77
232	708.851
233	707.492
234	727.532
235	751.08
236	750.089
237	756.455
238	761.772
239	780.103
240	783.084
241	822.892
242	821.92
243	839.602
244	805.473
245	773.475
246	752.412
247	757.523
248	776.626
249	762.584
250	769.899
251	753.959
252	787.695
253	754.662
254	729.501
255	723.113
256	722.986
257	726.062
258	735.442
259	752.531
260	758.665
261	769.447
262	807.011
263	811.734
264	798.318
265	781.182
266	781.194
267	803.654
268	808.861
269	827.578
270	790.759
271	764.025
272	732.5
273	781.618
274	789.518
275	787.993
276	795.454
277	813.032
278	791.844
279	821.517
280	848.447
281	866.986
282	850.418
283	861.175
284	845.666
285	824.68
286	852.09
287	885.354
288	903.086
289	840.202
290	831.354
291	848.034
292	806.22
293	791.396
294	815.017
295	810.192
296	834.475
297	861.44
298	894.853
299	886.602
300	868.643
301	828.162
302	850.792
303	859.148
304	847.187
305	879.006
306	865.639
307	899.363
308	881.871
309	894.764
310	937.761
311	924.032
312	946.208
313	941.185
314	925.605
315	929.786
316	926.798
317	921.252
318	908.376
319	891.34
320	899.576
321	837.252
322	850.648
323	839.916
324	861.509
325	875.343
326	925.233
327	936.939
328	924.857
329	880.866
330	926.701
331	951.427
332	922.76
333	921.558
334	898.944
335	898.71
336	933.146
337	916.156
338	921.847
339	934.943
340	920.808
341	884.109
342	893.775
343	859.315
344	870.106
345	828.863
346	861.513
347	799.056
348	786.181
349	803.203
350	779.602
351	750.991
352	757.382
353	769.878
354	752.459
355	776.876
356	847.359
357	830.754
358	879.934
359	906.79
360	931.563
361	954.051
362	962.506
363	931.644
364	895.837
365	919.742
366	937.816
367	938.854
368	929.816
369	960.51
370	988.917
371	1025.98
372	1017.54
373	1029.28
374	1067.06
375	1089.47
376	1102.96
377	1072.07
378	1060.76
379	1057.74
380	1063.21
381	1080.61
382	1075.19
383	1073.89
384	1088.86
385	1125.52
386	1152.91
387	1123.16
388	1116.8
389	1100.91
390	1117.27
391	1119.53
392	1184.04
393	1153.36
394	1173.82
395	1155.51
396	1188.64
397	1173.88
398	1160.11
399	1146.28
400	1160.99
401	1164.83
402	1176.62
403	1192.48
404	1191.74
405	1169.96
406	1140.61
407	1124.44
408	1150.84
409	1089.38
410	1098.99
411	1124.78
412	1121.02
413	1126.14
414	1093.8
415	1132.26
416	1132.23
417	1181.6
418	1186.96
419	1223.6
420	1170.53
421	1165.14
422	1185
423	1178.1
424	1207.93
425	1215.21
426	1202.15
427	1131.1
428	1140.56
429	1142.66
430	1176.78
431	1199.68
432	1168.67
433	1128.96
434	1193.79
435	1226.57
436	1248.73
437	1249.39
438	1254.27
439	1284.32
440	1285.13
441	1277.32
442	1246.67
443	1267.13
444	1270.17
445	1272.96
446	1304.35
447	1288.41
448	1255.59
449	1216.87
450	1215.63
451	1240.54
452	1199.34
453	1219.45
454	1220.12
455	1230.06
456	1263.84
457	1272.94
458	1303.34
459	1278.94
460	1310.46
461	1274.58
462	1293.07
463	1311.03
464	1329.17
465	1305.53
466	1337.73
467	1307.2
468	1323.45
469	1337.15
470	1351.79
471	1352.77
472	1338.02
473	1311.94
474	1304.49
475	1263.62
476	1212.88
477	1218
478	1213.49
479	1226.36
480	1231.37
481	1222.55
482	1211.34
483	1206.59
484	1222.95
485	1230.33
486	1259.19
487	1273.43
488	1245.54
489	1207.63
