# time	value
0	250
1	229.508
2	225.875
3	249.443
4	261.252
5	242.981
6	221.144
7	198.93
8	213.647
9	203.165
10	202.218
11	152.547
12	186.382
13	175.832
14	154.715
15	182.57
16	174.19
17	209.315
18	205.74
19	165.968
20	183.229
21	229.792
22	257.6
23	247.393
24	216.46
25	198.673
26	188.223
27	145.584
28	162.15
29	186.986
30	180.387
31	146.387
32	171.576
33	202.869
34	208.125
35	201.808
36	193.603
37	191.617
38	225.489
39	263.419
40	255.813
41	248.131
42	249.931
43	279.85
44	308.501
45	334.443
46	331.376
47	303.095
48	291.923
49	299.433
50	271.011
51	306.836
52	320.607
53	297.694
54	299.307
55	307.111
56	290.517
57	330.83
58	346.778
59	289.178
60	290.65
61	330.807
62	333.656
63	305.035
64	305.814
65	314.525
66	305.529
67	260.206
68	253.774
69	278.389
70	239.607
71	282.473
72	302.499
73	277.726
74	316.459
75	327.535
76	300.533
77	282.439
78	272.269
79	280.066
80	238.863
81	264.475
82	248.393
83	217.831
84	235.738
85	252.805
86	275.197
87	250.389
88	303.515
89	279.116
90	279.165
91	296.835
92	313.054
93	342.359
94	332.06
95	342.177
96	347.504
97	356.747
98	313.387
99	319.34
100	352.901
101	364.419
102	342.563
103	353.044
104	378.92
105	376.76
106	386.165
107	374.708
108	436.914
109	459.105
110	475.428
111	465.245
112	480.003
113	436.936
114	413.987
115	421.118
116	423.528
117	414.02
118	456.244
119	453.636
120	466.384
121	448.702
122	420.253
123	451.91
124	459.965
125	459.8
126	475.69
127	464.303
128	469.637
129	491.122
130	465.898
131	521.38
132	541.459
133	577.185
134	592.226
135	566.099
136	581.289
137	597.153
138	613.202
139	634.269
140	649.657
141	641.26
142	656.575
143	680.801
144	659.855
145	659.759
146	704.969
147	666.797
148	671.94
149	680.515
150	686.538
151	702.09
152	689.071
153	726.501
154	723.71
155	747.806
156	712.135
157	679.828
158	643.095
159	652.141
160	678.26
161	675.532
162	691.498
163	689.292
164	696.111
165	695.863
166	690.264
167	705.3
168	686.878
169	704.152
170	734.487
171	765.284
172	803.04
173	798.013
174	813.353
175	808.194
176	782.494
177	808.2
178	828.011
179	825.106
180	819.75
181	849.995
182	832.444
183	818.875
184	792.159
185	791.41
186	757.063
187	749.034
188	758.963
189	742.461
190	733.083
191	760.758
192	749.455
193	728.553
194	731.92
195	721.484
196	722.775
197	714.532
198	679.225
199	688.493
200	694.411
201	689.619
202	677.905
203	691.651
204	711.092
205	701.309
206	717.877
207	699.175
208	667.038
209	715.743
210	712.78
