# time	value
0	250
1	275.978
2	268.199
3	246.828
4	255.133
5	301.772
6	328.001
7	348.436
8	375.655
9	362.983
10	353.177
11	354.295
12	382.614
13	326.984
14	339.795
15	368.345
16	366.623
17	378.277
18	395.481
19	395.368
20	412.6
21	374.676
22	395.147
23	385.398
24	369.997
25	344.528
26	343.356
27	373.933
28	364.257
29	368.936
30	357.661
31	377.351
32	409.481
33	384.89
34	397.837
35	363.914
36	399.02
37	431.716
38	429.677
39	397.963
40	393.312
41	425.246
42	362.787
43	406.04
44	371.437
45	372.037
46	419.15
47	421.642
48	402.349
49	438.527
50	427.257
51	428.042
52	430.871
53	485.29
54	481.207
55	468.554
56	488.353
57	491.588
58	480.764
59	519.376
60	504.674
61	503.512
62	472.46
63	477.253
64	460.117
65	468.218
66	472.889
67	483.378
68	492.013
69	459.706
70	418.823
71	404.76
72	439.508
73	444.142
74	466.874
75	477.824
76	450.438
77	435.9
78	432.379
79	415.309
80	420.916
81	422.906
82	418.795
83	441.573
84	425.249
85	418.492
86	407.031
87	421.06
88	446.777
89	459.121
90	456.479
91	449.114
92	435.771
93	453.014
94	385.233
95	350.412
96	352.068
97	334.184
98	333.957
99	336.812
100	400.342
101	403.335
102	426.958
103	425.832
104	423.082
105	432.076
106	433.146
107	416.985
108	421.019
109	362.884
110	367.081
111	352.847
112	333.851
113	354.567
114	365.118
115	385.931
116	375.372
117	397.161
118	422.635
119	395.294
120	367.003
121	334.966
122	331.419
123	372.672
124	372.643
125	425.837
126	460.385
127	493.205
128	518.116
129	507.823
130	524.514
131	542.405
132	553.032
133	502.285
134	492.828
135	488.614
136	446.289
137	413.851
138	414.78
139	437.565
140	475.629
141	463.64
142	470.34
143	484.792
144	469.309
145	506.505
146	534.664
147	514.743
148	527.893
149	510.011
150	505.57
151	519.294
152	566.654
153	591.173
154	560.092
155	548.078
156	567.005
157	529.742
158	539.808
159	529.358
160	532.243
161	551.684
162	592.463
163	615.419
164	595.048
165	571.404
166	560.058
167	601.881
168	570.849
169	559.674
170	616.239
171	651.977
172	671.209
173	622.698
174	631.732
175	599.177
176	602.928
177	576.968
178	553.993
179	571.831
180	575.744
181	559.497
182	555.249
183	569.857
184	523.748
185	526.37
186	501.646
187	496.451
188	471.482
189	466.179
190	492.825
191	451.17
192	448.911
193	461.46
194	439.209
195	483.757
196	470.3
197	474.657
198	455.503
199	468.405
200	440.646
201	430.669
202	469.069
203	421.674
204	432.142
205	430.637
206	458.367
207	498.924
208	516.134
209	535.718
210	518.024
211	515.501
212	483.068
213	452.64
214	456.798
215	486.431
216	470.446
217	448.669
218	393.729
219	397.256
220	388.078
221	344.988
222	326.054
223	319.494
224	337.9
225	305.8
226	321.268
227	281.799
228	313.938
229	311.348
230	331.3
231	378.996
232	458.782
233	500.397
234	503.607
235	471.545
236	459.375
237	465.066
238	432.868
239	473.453
240	515.199
241	501.605
242	479.612
243	488.37
244	494.387
245	499.933
246	521.443
247	467.399
248	479.192
249	480.925
250	451.479
251	492.375
252	494.787
253	485.93
254	504.712
255	506.475
256	537.548
257	551.347
258	547.424
259	576.735
260	556.109
261	560.534
262	601.983
263	641.681
264	669.252
265	694.303
266	703.721
267	673.56
268	710.055
269	733.272
270	743.617
271	731.583
272	721.066
273	705.803
274	747.731
275	736.223
276	741.762
277	729.609
278	739.038
279	725.485
280	736.507
281	709.565
282	700.971
283	665.97
284	639.776
285	647.387
286	666.638
287	700.386
288	718.749
289	701.051
290	662.749
291	687.98
292	704.739
293	736.865
294	733.248
295	776.662
296	783.001
297	765.142
298	768.056
299	765.132
300	782.434
301	767.125
302	816.292
303	782.559
304	769.956
305	760.087
306	746.894
307	829.043
308	803.918
309	788.825
310	789.003
311	771.661
312	766.228
313	730.404
314	770.601
315	823.242
316	824.292
317	800.182
318	790.816
319	735.008
320	756.579
321	744.165
322	760.261
323	741.722
324	739.102
325	716.066
326	742.071
327	713.595
328	704.167
329	688.776
330	685.672
331	678.688
332	671.886
333	693.268
334	693.141
335	690.715
336	654.518
337	678.037
338	667.8
339	677.899
340	721.304
341	691.282
342	687.479
343	704.331
344	728.538
345	755.798
346	800.253
347	803.977
348	744.775
349	763.901
350	768.664
351	743.562
352	760.931
353	794.741
354	876.993
355	881.005
356	896.962
357	885.536
358	925.7
359	902.315
360	892.126
361	861.427
362	877.116
363	877.871
364	842.101
365	827.056
366	794.706
367	787.086
368	829.498
369	811.433
370	790.726
371	827.488
372	803.917
373	810.302
374	798.526
375	772.13
376	771.595
377	806.156
378	807.339
379	768.735
380	764.372
381	756.777
382	724.974
383	717.247
384	698.2
385	714.538
386	705.208
387	736.794
388	706.131
389	707.929
390	725.493
391	702.154
392	700.284
393	720.274
394	735.581
395	739.354
396	780.354
397	778.751
398	799.568
399	808.833
400	840.207
401	803.357
402	856.434
403	835.872
404	843.848
405	829.056
406	826.467
407	817.679
408	828.956
409	862.904
410	871.632
411	858.782
412	865.154
413	886.76
414	907.962
415	878.96
416	869.202
417	846.071
418	856.763
419	854.246
420	868.749
421	844.317
422	822.577
423	819.262
424	830.019
425	837.879
426	818.997
427	889.158
428	947.06
429	895.988
430	902.935
431	921.293
432	933.298
433	936.105
434	902.725
435	899.908
436	943.996
437	941.171
438	937.326
439	898.621
440	876.989
441	893.114
442	883.946
443	909.389
444	918.513
445	886.697
446	902.719
447	915.374
448	930.03
449	925.314
450	925.849
451	942.705
452	932.359
453	958.011
454	926.627
455	959.7
456	993.869
457	975.716
458	1009.8
459	995.517
460	1001.49
461	989.964
462	1008.66
463	989.842
464	940.386
465	976.538
466	988.453
467	1003.26
468	928.427
469	883.892
470	892.744
471	869.059
472	908.568
473	915.181
474	946.46
475	958.45
476	960.537
477	922.244
478	895.679
479	859.586
480	847.938
481	848.575
482	845.541
483	869.842
484	865.608
485	887.796
486	868.74
487	879.469
488	872.106
489	892.046
490	892.927
491	864.164
492	893.073
493	891.42
494	869.363
495	852.901
496	846.395
497	876.602
498	859.152
499	842.414
500	894.278
501	923.149
502	913.342
503	906.555
504	925.039
505	892.025
506	883.947
507	872.539
508	883.575
509	845.628
510	839.604
511	859.031
512	887.368
513	890.892
514	891.206
515	865.002
516	873.951
517	871.905
518	863.997
519	828.489
520	807.497
521	797.734
522	790.62
523	798.657
524	798.001
525	792.481
526	785.896
527	761.895
528	752.062
529	759.193
530	734.87
531	734.088
532	783.666
533	750.642
534	706.73
535	701.507
536	697.551
537	653.338
538	649.767
539	650.71
540	670.803
541	694.266
542	696.53
543	677.212
544	688.497
545	730.524
546	699.39
547	712.3
548	724.631
549	707.952
550	688.09
551	697.057
552	672.197
553	695.663
554	675.637
555	689.747
556	671.787
557	648.324
558	661.586
559	640.376
560	626.663
561	640.172
562	678.154
563	711.172
564	703.787
565	697.845
566	701.548
567	738.502
568	772.136
569	834.942
570	827.302
571	791.074
572	806.668
573	878.69
574	876.533
575	862.044
576	819.134
577	774.033
578	786.448
579	817.345
580	798.229
581	764.956
582	768.52
583	820.592
584	821.33
585	817.794
586	820.727
587	794.215
588	843.838
589	865.312
590	926.67
591	930.383
592	921.571
593	883.555
594	881.086
595	900.282
596	907.952
597	906.551
598	932.157
599	910.575
600	904.646
601	945.317
602	978.571
603	949.384
604	910.298
605	940.442
606	951.282
607	926.81
608	919.905
609	881.095
610	851.917
611	848.049
612	844.906
613	855.463
614	831.07
615	820.901
616	810.722
617	823.776
618	797.321
619	788.128
620	836.336
621	827.611
622	822.089
623	858.613
624	895.249
625	908.324
626	889.632
627	867.631
628	917.892
629	898.51
630	897.127
631	891.464
632	904.437
633	891.533
634	898.981
635	948.6
636	930.942
637	928.3
638	908.282
639	858.08
640	861.484
641	865.036
642	856.942
643	832.197
644	839.652
645	873.339
646	893.673
647	874.396
648	860.469
649	847.598
650	870.787
651	836.369
652	855.379
653	841.186
654	858.272
655	881.484
656	911.71
657	926.339
658	928.419
659	939.6
660	984.573
661	1006.14
662	1005.56
663	982.088
664	983.659
665	970.36
666	985.912
667	1035.08
668	1041.15
669	1019.38
670	984.101
671	946.716
672	953.715
673	950.413
674	948.629
675	966.037
676	975.26
677	978.238
678	1018.47
679	1061.39
680	1097.05
681	1067.65
682	1111.45
683	1099.92
684	1063.19
685	1059.39
686	1100.89
687	1115.94
688	1108.52
689	1098.78
690	1084.47
691	1089.94
692	1112.76
693	1069.25
694	1080.71
695	1099.09
696	1102.69
