# time	value
0	250
1	270.224
2	311.223
3	314.017
4	306.316
5	261.22
6	236.238
7	240.854
8	260.572
9	271.157
10	285.996
11	325.522
12	330.504
13	364.45
14	345.481
15	372.305
16	370.532
17	369.457
18	364.131
19	376.421
20	358.151
21	308.727
22	302.789
23	306.656
24	277.415
25	301.215
26	280.226
27	305.52
28	343.207
29	381.156
30	386.233
31	395.052
32	358.299
33	373.997
34	341.095
35	354.823
36	341.632
37	367.344
38	337.078
39	352.526
40	342.725
41	408.882
42	409.78
43	414.18
44	476.251
45	506.665
46	515.044
47	533.69
48	558.822
49	548.478
50	540.361
51	506.063
52	520.116
53	564.374
54	583.759
55	528.52
56	518.725
57	554.508
58	563.761
59	570.051
60	537.585
61	533.582
62	498.417
63	508.372
64	510.839
65	545.37
66	508.637
67	566.233
68	597.027
69	579.174
70	559.18
71	616.925
72	622.433
73	598.791
74	624.495
75	626.513
76	639.676
77	648.777
78	644.515
79	653.102
80	636.718
81	650.977
82	668.27
83	676.802
84	637.154
85	663.851
86	697.756
87	720.341
88	711.765
89	745.621
90	743.968
91	754.066
92	728.2
93	771.897
94	800.18
95	790.197
96	810.234
97	785.891
98	804.775
99	831.802
100	824.047
101	851.695
102	882.051
103	864.045
104	881.977
105	916.273
106	923.626
107	901.498
108	880.439
109	932.82
110	983.189
111	967.607
112	948.505
113	899.738
114	937.899
115	948.518
116	960.508
117	972.67
118	1008.63
119	999.983
120	1016.94
121	1035.47
122	1026.68
123	987.714
124	977.833
125	987.654
126	1040.72
127	1057.25
128	1050.28
129	1044.25
130	1020.49
131	1027.68
132	1057.87
133	1065.66
134	1064.1
135	1067.14
136	1105.43
137	1071.02
138	1040.88
139	1038.88
140	998.719
141	1031.42
142	1038.37
143	1030.5
144	1021.4
145	1026.13
146	1044.8
147	1023.26
148	1025.81
149	972.822
150	969.861
151	973.386
152	974.949
153	966.67
154	927.149
155	886.565
156	835.741
157	854.744
158	863.586
159	903.633
160	915.161
161	905.055
162	891.49
163	929.827
164	962.289
165	981.332
166	984.551
167	993.398
168	958.936
169	976.794
170	1041.37
171	1064.48
172	1110.6
173	1112.64
174	1135.2
175	1148.56
176	1142.1
177	1137.3
178	1154.64
179	1150.73
180	1097.17
181	1136.92
182	1139.28
183	1123.5
184	1085.09
185	1091.65
186	1093.7
187	1037.37
188	1020.1
189	1006.64
190	1040.71
191	1013.71
192	1006.47
193	999.873
194	995.641
195	986.632
196	1021.97
197	1071.61
198	1089.83
199	1136.85
200	1180.14
201	1176.69
202	1132.4
203	1138.91
204	1129.95
205	1185.95
206	1153.06
207	1173.1
208	1133.64
209	1071.35
210	1053.54
211	1031.28
212	1011.98
213	994.11
214	989.679
215	971.703
216	1000.77
217	1060.23
218	1033.23
219	1014.55
220	977.643
221	990.954
222	1017.17
223	1005.56
224	1016.52
225	1088.52
226	1102.54
227	1093.68
228	1134.11
229	1114.15
230	1086.24
231	1132.45
232	1093.87
233	1140.8
234	1151.99
235	1145.86
236	1165.11
237	1164.33
238	1185.48
239	1146.64
240	1178.25
241	1198.13
242	1257.3
243	1265.71
244	1288.11
245	1275.82
246	1284.61
247	1296.89
248	1288.14
249	1341.54
250	1316.39
251	1342.32
252	1366.4
253	1338.23
254	1360.12
255	1365.86
256	1385.2
