# time	value
0	250
1	280.208
2	275.076
3	253.072
4	240.875
5	272.725
6	266.198
7	288.246
8	301.824
9	273.281
10	294.794
11	299.878
12	279.409
13	297.708
14	292.327
15	266.367
16	266.255
17	252.701
18	267.992
19	277.607
20	255.527
21	285.356
22	279.611
23	252.209
24	260.4
25	261.585
26	268.881
27	273.109
28	278.934
29	292.557
30	289.37
31	257.84
32	232.198
33	259.895
34	247.86
35	255.348
36	273.133
37	260.076
38	285.36
39	314.719
40	277.797
41	284.226
42	276.825
43	260.222
44	245.445
45	218.723
46	247.73
47	241.71
48	229.933
49	225.888
50	247.83
51	289.361
52	308.933
53	312.272
54	332.407
55	308.738
56	336.986
57	336.787
58	347.824
59	341.892
60	341.136
61	344.916
62	371.885
63	375.881
64	397.036
65	401.529
66	410.416
67	469.587
68	444.064
69	451.132
70	492.05
71	508.02
72	547.211
73	563.389
74	572.401
75	621.954
76	621.299
77	632.311
78	659.806
79	632.96
80	619.579
81	657.811
82	682.885
83	692.818
84	676.232
85	640.388
86	652.486
87	639.228
88	609.771
89	618.727
90	591.419
91	592.667
92	577.502
93	587.051
94	592.732
95	595.528
96	589.796
97	561.009
98	573.641
99	568.037
100	519.084
101	551.783
102	533.712
103	563.734
104	500.855
105	487.606
106	471.122
107	484.868
108	473.445
109	485.747
110	547.39
111	523.811
112	561.449
113	567.794
114	576.3
115	571.397
116	590.619
117	624.725
118	639.455
119	631.043
120	649.667
121	617.666
122	592.707
123	571.799
124	583.811
125	606.967
126	610.434
127	633.571
128	609.087
129	589.809
130	607.951
131	537.71
132	559.042
133	570.035
134	565.938
135	595.262
136	588.254
137	563.833
138	590.518
139	612.842
140	573.157
141	573.499
142	568.012
143	618.233
144	619.194
145	601.846
146	602.031
147	617.884
148	622.973
149	641.032
150	661.425
151	721.094
152	739.941
153	744.899
154	764.206
155	807.709
156	828.607
157	769.873
158	742.644
159	722.291
160	742.712
161	732.814
162	723.722
163	712.514
164	735.904
165	713.896
166	742.617
167	757.902
168	830.779
169	803.026
170	822.489
171	840.356
172	793.247
173	802.664
174	801.167
175	804.494
176	780.379
177	737.359
178	694.485
179	681.106
180	684.943
181	718.172
182	749.667
183	772.756
184	739.804
185	777.023
186	774.157
187	759.666
188	736.904
189	727.727
190	739.395
191	729.295
192	709.399
193	667.796
194	581.209
195	583.577
196	605.952
197	555.563
198	536.402
199	548.975
200	531.912
201	524.905
202	549.107
203	550.699
204	552.228
205	553.374
206	569.04
207	539.27
208	540.935
209	563.424
210	559.82
211	598.953
212	595.946
213	617.108
214	641.733
215	587.793
216	584.483
217	592.44
218	598.059
219	628.896
220	617.624
221	610.203
222	639.044
223	643.566
224	598.825
225	566.241
226	601.538
227	632.232
228	626.944
229	645.642
230	636.382
231	647.703
232	672.944
233	692.041
234	718.835
235	745.373
236	704.489
237	714.221
238	746.954
239	719.575
240	713.371
241	644.975
242	655.812
243	668.691
244	680.709
245	679.29
246	687.409
247	700.267
248	743.466
249	766.268
250	737.559
251	776.93
252	814.343
253	787.737
254	784.858
255	819.996
256	863.173
257	857.054
258	850.289
259	894.393
260	898.619
261	907.464
262	881.381
263	827.925
264	815.257
265	843.591
266	876.43
267	873.337
268	860.141
269	846.224
270	891.009
271	937.986
272	955.411
273	974.901
274	1020.3
275	966.311
276	938.161
277	915.525
278	934.229
279	919.622
280	950.353
281	958.273
282	930.45
283	941.149
284	938.189
285	939.713
286	912.515
287	901.132
288	906.316
289	902.255
290	945.263
291	976.715
292	953.727
293	923.673
294	935.615
295	884.842
296	906.444
297	914.159
298	895.912
299	890.21
300	830.898
301	844.897
302	884.541
303	913.887
304	878.054
305	906.006
306	902.464
307	915.036
308	910.824
309	887.777
310	904.15
311	892.077
312	908.634
313	887.676
314	935.017
315	972.346
316	996.259
317	1024.83
318	1041.46
319	1010.87
320	1016.58
321	1028.06
322	1046.17
323	1068.33
324	995.941
325	1047.41
326	1037.06
327	1075.86
328	1070.53
329	1056.31
330	1085.88
331	1084.12
332	1098.54
333	1100.28
334	1148.95
335	1193.71
336	1167.75
337	1126.14
338	1143.61
339	1157.64
340	1156.41
341	1175.45
342	1161.86
343	1173.52
344	1172.37
345	1194.33
346	1172.6
347	1158.35
348	1111.42
349	1097.89
350	1119.74
351	1124.36
352	1083.65
353	1082.1
354	1082.13
355	1059.13
356	1138.33
357	1143.9
358	1131.68
359	1114.25
360	1123.96
361	1130.15
362	1145.1
363	1165.49
364	1143.64
365	1156.65
366	1142.48
367	1180.14
368	1146.76
369	1120.37
370	1122.59
371	1122
372	1099.8
373	1110.3
374	1123.86
375	1132.97
376	1118.4
377	1120.93
378	1056.09
379	1093.95
380	1070.6
381	1094.3
382	1091.01
383	1058.42
384	1064.92
385	1107.05
386	1086.06
387	1109.92
388	1079.46
389	1064.32
390	1055.67
391	1049.34
392	1096.84
393	1141.33
394	1118.93
395	1130.05
396	1117.93
397	1152.92
398	1118.4
399	1057.05
400	1058.52
401	1070.25
402	1045.31
403	1077.07
404	1064.95
405	1031.08
406	1027
407	1065.99
408	1068.77
409	1079.63
410	1046.82
411	1065.14
412	1099.7
413	1114.83
414	1102.55
415	1113.44
416	1145.39
417	1179.04
418	1199.83
419	1218.61
420	1199.98
421	1181.44
422	1197.53
423	1207.76
424	1240.16
425	1295.64
426	1264.49
427	1260.59
428	1228.84
429	1223.65
430	1193.3
431	1174.08
432	1188.83
433	1188.84
434	1183.2
435	1191.11
436	1206.66
437	1187.01
438	1163.92
439	1182.2
440	1186.61
441	1200.53
442	1186.4
443	1172.44
444	1138.51
445	1129.67
446	1123.23
447	1068.1
448	1048.42
449	1022.26
450	1025.87
451	1031.31
452	1027.46
453	992.148
454	1022.92
455	1033.94
456	1052.29
457	1043.09
458	1000.34
459	974.42
460	969.152
461	1016.72
462	1021.28
463	941.62
464	937.252
465	945.602
466	958.106
467	986.096
468	1027.3
469	985.218
470	1003.25
471	980.387
472	977.891
473	978.48
474	990.379
475	991.758
476	1003.02
477	968.901
478	934.97
479	892.539
480	886.409
481	875.116
482	879.008
483	895.067
484	866.258
485	873.254
486	866.236
487	890.294
488	904.042
489	888.385
490	891.096
491	938.395
492	933.304
493	935.963
494	965.535
495	949.066
496	951.388
497	943.182
498	981.574
499	976.616
500	944.675
501	912.773
502	915.293
503	871.264
504	884.719
505	886.168
506	897.525
507	856.539
508	828.982
509	820.277
510	827.714
511	798.552
512	795.94
513	822.716
